business_id,lat,long,name,neighborhood
9UQOswnKg6maprhgBtMUVg,36.2617683,-115.19221,Allure Dental,
2uciB15ajUrIrdvVrx4n3A,36.013024,-115.126224,Embroidery LV,Southeast
n7VRmitCA8FCb9SEkRm5Fw,36.2534463,-115.1539988,Superstar Movers,
AAcaGYggq4RBbFdEueB2qw,36.0844482,-115.2421295,Green Valley Grocery,Spring Valley
pohAeCMsGb8p4dv6I_m-Kg,36.2393409071,-115.207055658,7-Eleven,Northwest
Zh6fxrqsKqdSVmTK3roxBQ,36.1819495,-115.2614861,Triumph Property Management,Summerlin
yCZloiYdQop0PJ5tfNyfsw,36.1142441,-115.2918073,Nikam Development Company,Spring Valley
sOkQ2Y1-D8h18oN5NgxuLg,36.1152212,-115.3090169,Haddies Car Wash and Convenience store,Spring Valley
DpUuxYAS1NSbz7JOZwdA3A,36.0830847684,-115.032591268,Vegas Fitness,Southeast
-0qqsy04kcYdXH3DOciaZw,36.2008111,-115.3337749,Eagle Crest Golf Course,Summerlin
OyJDaAAMr220qkZsovCARQ,36.1782272,-115.1771494,Starbucks,
yOJrDZU5zkxJoZOJTZXLvQ,36.0708145046,-115.2782516,Michael Seiff, MD,Spring Valley
lv5Bnqlt93NnvNJ2oNcQ8Q,36.0618411,-115.2519912,Los Cucos Mexican Cafe,Spring Valley
tX2AIWiPq565neflyBKLDw,36.0614372173,-115.269097028,Irene Voo, MD,Spring Valley
I14mCDV07Q_wYkWbdAcEjA,36.00958,-115.117997,Lovebug Baby,Anthem
Fo7Z6EmENvwLA8_JFp4XaA,36.1487623,-115.1641826,Las Vegas Party Bus,
V2td86VD0ezfCJcmUz-ddQ,35.9429657,-115.115893,Tropical Smoothie Cafe,
FAaWa2CXt3iEzDQOs3UYgg,36.239086,-115.323963,Las Vegas Hiking Adventures,Northwest
D1TaFES4phv65RmsM8VCiA,36.2109214,-115.2799156,Domino's Pizza,Summerlin
vTch8eXerkbaJbmkmYwCEw,36.1079011,-115.0563724,One Six Sky Lounge,
Zvnm7o2eMaYAEHS8YRn_EQ,36.1078546911,-115.056258748,Eastside Cannery,
lufOBCw86TBW3DSYOxMYPQ,36.14745,-115.156677,Bella Boutique,The Strip
GZ6qcRdBY1twz69sjsVL5A,36.1586223,-115.1522836,Brett Wesley Gallery,Downtown
6LZEU5usBZ8oK8g3F8msHA,36.0648365484,-115.151221454,Resortcom International,Southeast
omVUhrbQgSJ-zdIs4ixiug,36.1252029,-115.137102,Forever 21,Eastside
cmtR8ZGhXpHNnINIUj0N7Q,36.21836,-115.208444,Adam & Eve Las Vegas,Northwest
V90fC_aF-_DNYzQvUtbLww,35.965173,-115.168773,Jayde Fuzion,
0uMu8Suh41Qt8jM7ePZa3Q,36.1083176,-115.174085,Stella McCartney,The Strip
3fJuzXoTHmcc05iQKbWVvQ,36.2481903,-115.2092745,Integrity Pools,Northwest
sk4mVLQWE1ZuX75_xLe1pw,36.075947,-114.970541,Century Communities Tuscany Village,
rqcOZePlVvJP9EtzldIz0w,35.9520457,-115.0934834,Desert Storage,
glkEaoxbewiSMBiXs945JA,36.1050207,-115.1735947,800 Degrees,The Strip
CypO2wWoYxIyGuQ84F4e6Q,36.0742073067,-115.181656606,Impact Archery,
AMXHb3pw57sX1h-vrKOvoQ,36.0252357,-115.063995,Jina's Brow Studio,
3TX-5V6MuGPKnZv6gW1nsg,36.172441381,-115.07913085,Cardenas,Sunrise
CDRsT_p-Hk-KXSFd_AUdgw,36.0635569,-115.0209041,All Foreign Auto Parts,
pt6LlP_NyRf-H7CLfyNuuQ,36.0633424,-115.0183786,Dynatel,
Xrwp7E9JjpVqeQH9CR73SQ,36.0998195,-115.1609676,Atlantic Aviation,Southeast
yZ5yE5HV-BCAfI0pEi22eA,35.9607337,-114.939821,Foodslingers,
LbvUkLOhg4LZNpMoCOmHpA,36.083965,-115.119842,Psychic Eye Book Shops,Southeast
lYCeqldIiOggsbByH3RRhw,36.0808997,-115.1391027,Metro Pizza,Southeast
CmbBOsZqXGkaFjJXfKz3CA,36.0694365743,-115.177096976,Artsy Nannies,Southeast
tA1oBX1q6Aqj8UG3y-SqTA,36.068348,-115.178243,IT'SUGAR,Southeast
nlrPxa7T08fF3rMNX8DMOg,36.0684567,-115.1598516,Las Vegas Event Flowers & Decor,Southeast
UwXOqtr0LCoWsGXP96fOuQ,36.0054036506,-115.117831742,Fiesta Filipina Cuisine,Anthem
c80LfQlZ6zPW7As3FqXwWw,36.2250528,-115.2172268,Heritage Mortuary,Northwest
YxzKvetngCbuPH8IiI1RyQ,36.2386219,-115.2334038,Crystal Orchid Floral & Gifts,Northwest
nTYSlKiqgYE-fbmfINZQew,36.1438696,-115.081877,Joe's Barber Shop,Sunrise
MaU8k7YRdNxGyfzm1i5FUQ,36.2811,-115.3036,Bella Baby Photography,Centennial
wPWnFZMl8gDdHwbo5_VdMA,36.001127,-115.105312,Petiquette Pet Grooming,Anthem
3SEJraDVuz2sasb7bcGorQ,36.0555772643,-115.055911168,Wireless Phone Medics,
DU2MI91PyiPbKmCZyviVyg,36.1697096,-115.1236952,First Class Auto Glass,
juuv0QPE_MfnVjevQTpCDg,36.1087723175,-115.172635517,Manhattan Streets,The Strip
fnfh9LuxfmLw59vC_kEBCA,36.1274245,-115.170815,Madewell,The Strip
LAnCX5Z6xG40KEpPtpWeEQ,36.1020655741,-115.170864368,Mgm Grand Skyline Terrace Suite,The Strip
148d7J-cFejkhYV89y3Jsg,36.1214517,-115.1696112,Gondola Ride at the Venetian,The Strip
3lqdlZu-TQ4d0HaiQPw45g,36.0636175,-115.0485098,Home Fabrics & Rugs,
DbK9fyJq4O4zfT1jv6JOhw,36.123621,-115.2074151,Pam Real Thai Las Vegas,Chinatown
dcGFb4SWiR_Fs13zpOfOjg,36.0985864132,-115.297852514,Vegas Beauty Supply,Spring Valley
0Rdcyd6dg9THxctHTZcA2A,36.0776227,-115.196332,Bekins A-1 Movers,
lYFpDTiVMNrpkpFyIEcc_w,36.0969383,-115.1816964,I Heart Vape,
LYD333KHGeHroOLQ_pDXgw,36.0768636,-115.2097623,Elite Transportation,
_QLp2jjG_2sClWmB4JfEtw,36.025657,-115.0639178,Kaya Beauty,
aFT1LEmPwlzw8WP668xHKA,36.2137702,-115.1334096,DuPure,
fqoxgDiCuQbEwVRAzj8svw,36.1021168,-114.9306573,Como's Restaurant,
y0ZT_1OpPF8_YsphwnoAlQ,36.0102005,-114.9931433,Wells Fargo Bank,
Fg93ZB0xXurEnBICPFcepQ,36.098302,-115.130709,Sonterra Apts,Southeast
Dh9UObQz7Hm587vZaGDbsg,36.0999048,-115.1203741,Omega Land Sailing,Southeast
bNp6BCKZn-R82Bde2-KEVA,36.0576634,-115.1215682,Bank of America,Southeast
whiENwQAhWqBhWNdo_lvOQ,36.068207,-115.17534,Origins Town Square,Southeast
60N91qkHqdFCsyUMd_qVLA,36.2535052,-115.1812736,Banner Plus,
7OLZkhIPoWIfnt86vjqMyw,36.188542,-115.163441,Cox Business,
1APtA8NKOIVb4ECCg4tkpg,36.0597788,-115.2791594,Discount Tire,Spring Valley
8bmnVHx38J707O4-rNrHsQ,36.18,-115.14,Remis Computer Solutions,
j4QOC5Z48A7wE7dpK4Pf_w,36.2029342651,-115.162307739,Pearson Community Center,
bK_MQrm5Bsmfxngi_GR6fQ,36.0881595,-115.2856528,Cross Cultural Christian Church,Spring Valley
tAESheFlDN7hV6eWZRE0sA,36.0884136,-115.2964312,Max Health Center of Chiropractic Las Vegas - Fort Apache,Spring Valley
xArgWa2kWyZjCbHtQ3Zd8g,36.1355103,-115.2784417,Reboot Game Lounge,Westside
PChG1Dm0A6AXIXkXGVK8Fw,36.2189900672,-115.258273815,Sasa Sushi,Northwest
J_lngXlfrRp5euCLOHUx7w,36.085796,-115.2020708,Krends,
owxcYAUca_6K6BAUX4V48w,36.0502687,-115.1710527,D'Pinoy Joint,Southeast
botzbUoMxGZsxp_e6FtEnw,36.0280739,-115.1193868,Sirius Pet Styling,Southeast
IBwsVI_sUJ9aKMujhtFqHg,36.00003,-115.2060308,Dog Days Las Vegas,Southwest
gVRg4Fmp_M-p-FCrOLTUrA,36.0744873,-115.291269,Lisa Roberts, MD, FACOG,Spring Valley
opDtZ8AMJ86FFFEnt4lMgA,36.06698978,-115.298858285,Dollar Tree,Spring Valley
L6EdNm17ESarVfGWefyN9A,36.1542955,-115.1537409,Vintage Vegas,Downtown
MuvmhyNF7BS5ML2JP3EzHg,36.0121484,-115.15323,On Call Cash,Southeast
s1GFFQbvbuJahhE785TPkw,36.0352186901,-115.123672485,Mark Edington, DDS - Modern Dental Care,Southeast
QqnOFWqRtIy3L8OS82a17A,36.1710616,-115.3667218,Global Movers,
caJ7nVgn9V_dj5D-NeOfKg,36.158967,-115.0826221,Rent-A-Wheel,Sunrise
714Uc3w5ant5sUrLYXetfw,36.0704825,-115.0774773,Tiffany's Boutique,
wd0nFRiZD5YaDHeaAqUZdw,36.0709762,-115.0735699,Chicken Bonz,
psTrW4dGNddwwat7ozi_cw,36.14586468,-115.205132095,The UPS Store,Westside
16mpmiRP-qZ3p7GLZkpfyQ,36.19518,-115.2573615,Mint Locker,
fZPNDfziJbiBLuuhuYTWYA,36.1977963,-115.1918552,Martini Bar,
2lAvN0x40Sgg5-rG8WEj3w,36.211152,-115.24878,Linda Woodson Dermatology,
WSGHEQdcdbBWXDpna99EiQ,36.1955672,-115.2567877,Teriyaki Madness,
Mjc5KBiNcygbsuTXiXEQMA,36.0577039,-115.0032125,Action Motorcycles Tires,
y9LHLpdMbxDSeFzPDouEPg,36.0995367,-115.1129681,Discount Tire Store - Las Vegas, NV,Southeast
YCow8Ir7Is2HQNN3hoFdwQ,36.0987979051,-115.11800768,Spin Cycle,Southeast
AhaD3EtA19ECHjW-slxf9A,36.1429443,-115.2265555,Red Rock'N Tattoos & Apparel,Westside
S6LjchX9GGBOWSa169LFlw,36.1542556,-115.2427315,Colleen's Classic Consignment,Westside
RWWdg-CpxEFwDiQQpTHXhw,35.9706292,-115.3074646,RLV Drywall & Painting,Southwest
19YocUr8tYqPGNr7_K5xzg,35.9706292,-115.3074646,Vegas Brows,Southwest
Ggk_28q2r4FZwWwQS3iqtw,35.9961288,-115.2054969,Haute Chix Boutique Southern Highlands,Southwest
2v2JxKc2On4jM5mM-SfZbQ,36.1455008,-115.2172127,Towbin Motorcars,Westside
VL3GDYqmbW0MP_PGHukEfg,36.124794,-115.1852569,Vegas Getaways,Chinatown
GR0fwRuSG_s7FS2XMsblrw,36.1053642,-115.150647,Mr Smoke Shop,Eastside
0aDCv4zPhzy7RklHDrnKQg,36.1581178988,-115.089755535,Lucie's Lounge,Sunrise
Wc1aUjDMxbwEgp-rYLW5Kg,36.22770065,-115.2214843,U-Haul Neighborhood Dealer,Northwest
rWkQMRI6PRo5woBaxGD68g,36.1725319,-115.197258,Viva Café Espresso Bar,Westside
l-aEdpC2Yd4sOyREaRePoQ,36.222261,-115.173851,Roto-Rooter Plumbing Service,
b-sFZsWxXZoQnAn625Hc1g,36.1328088,-115.0646758,The Meadows,
9PtIKjtBk2r6PbI0exrnhQ,35.952556,-115.0228736,Cynthias Canvas,
YMpiu-XKH0PWssyINIyNPQ,36.2103666877,-115.279855169,Refill Pharmacy,Summerlin
6IDY_JcIACqcQEpSl0DN4Q,36.0289793,-115.0870226,Windermere Prestige Properties,
1i2zvEyKaxoHX6CyR4WdrQ,36.0295706,-115.0625851,The Chicken Shack,
5TKR8kaIXfEB10Zru-AGjg,36.2616901,-115.2550906,Patrick Goungo - Realty One Group,Centennial
e4vv3Ea0PE4gfp44e1I06A,36.0380218,-115.1968084,Cameron Frost Photography,Southwest
yjXPHMKafDYSglIzIvm4IQ,36.1500292,-115.3323958,Yoga On the Lawn,South Summerlin
CYDBaTzC45UzX1eY1jkckg,36.0122826925,-115.152742267,Allstate Insurance Agent: Loan Ngo,Southeast
pBjQA21dl5YpGUOe9O9y2Q,36.0688685,-115.0001196,SilverState Golf Carts,
Sis5zkDNbtyxmJ9OxKvgIg,36.2009303,-115.2806857,Al Phillips The Cleaner,Summerlin
sT8mgh8MCgd-hCNisFyUgw,36.08641,-115.290999,Cyclone Las Vegas,Spring Valley
iZS5tNVaC3F7nbIma3Anng,36.1987797,-115.2792302,New Castle Realty and Property Management,Summerlin
vKvXz-mTPBKwrOYUeN1u9Q,36.1819825,-115.2614307,Another Wild Hair,Summerlin
Ne5B6fTmONVtagpA_1ZBBA,36.0308189392,-114.981086731,E T & M Refrigeration,
uJGLWrg8dg0HGpzL2eLmnQ,36.0649369,-115.17313,Total Wine & More,Southeast
b6rE18Z5DLJfUGjH85maSg,36.0635122,-115.1434711,The Vitacost Store,Southeast
mCdXiF90bigeHAu7vsU3Qg,36.0703388,-115.2761354,Dominguez-Martin Group,Spring Valley
QaS86OI4rqYNCbYISOlPqQ,36.0892531,-115.2792461,One Nevada Mortgage Center,Spring Valley
am8cSA39vn-XhYgqfwA63A,36.1508902,-115.1633034,Commercial Seating Specialist,
ywF14Amq9SLX5o8Qnx3hgA,36.1963442,-115.1056747,El Menudazo,
Kx0MUrNQ737s-VVElk6Vig,36.146908,-115.162372,Las Delicias De Las Vegas,The Strip
NuKbSkfsI4SaZ3B7bJ_G5w,36.1445871,-115.2747692,Janice Cofield-RE/MAX Central,Westside
iPZGLu2U37QsoxJl16swCw,36.1590189,-115.2516134,Complete Financial Services,Westside
4MGlJYAiP5RYHzyQozAeAA,36.2618693,-115.1841391,Sean Patricks,
KRbMavuY21HpTW5muOgHzQ,36.196107,-115.19739,R&R General Lawn Care,
yOTAL3j1ymB6kVEmK0YLHQ,36.0582839,-115.2436577,Honor Lash and Brow Studio,Spring Valley
HBWZOXZdd-qlPh3uOvtL_A,36.0846533,-115.2403366,The Powell Law Firm,Spring Valley
FW_zg6VuyW5v_vM394gWAw,36.1931766054,-115.304225901,Rocco's NY Pizzeria,Summerlin
VRPWvul3zvvvLR1rHGm0sA,36.0549747,-115.1690569,Ritz Camera,Southeast
Sq4WdCZiTX8IgftjjrVsSQ,36.156524,-115.344993,24 Hour Ticket Power,South Summerlin
KS0H41ral_D_3ZhIVtZL5g,36.1500213,-115.3330428,Brews Best Beer Fest,South Summerlin
r8Jr-7YfkhJL2nxk9lxUNg,36.113498,-115.307372,Frank & Fina's Cocina,Spring Valley
yUqJReOv26454QkjGz37Yw,36.1239576,-115.2079142,Shobu,Chinatown
Px56NzP2NAUH2GktqSkSVg,36.0709462,-115.1316867,Kangamoo Indoor Playground,Southeast
dciKn2Otp8nAMi4AurPjsg,36.0854079715,-115.139156471,McCarran Airport Terminal 3,Southeast
kX9hhc44SgzLqY5tp7AB5A,36.0934219,-115.28005,Hannah Harris - O48 Realty,Spring Valley
yMCrqpj_iV9Gzop-xfj-8w,36.0921887,-115.208471,Vape One,
3dLHLQ7KxPv7AAejrL5ukw,36.0544534379,-115.261980057,Humble Bee Beauty Studio - Southwest,Southwest
u6-m3zvnWn7X162Es8RvPw,35.996165,-115.2053402,Southern Highlands Ace Hardware,Southwest
mn9GHVOFDpdsz_CuAbpLdg,36.1442819258,-115.046467474,Discount Liquor,Sunrise
IF7txfRjZsH6lPN83UIiTA,36.1429328105,-115.209300752,Tina's Beauty Salon,Westside
nefqF48MN88vjhaS1ceBgw,36.0584203,-115.2739864,Pacifica Senior Living San Martin,Spring Valley
NGp1HTYrPg3pMP-tXeLf-g,36.1974092,-115.1913849,Fatburger,
EVNcagL3D8nKwJsAzM5B7Q,36.1590861752,-115.152887838,Obsidian Fine Art,Downtown
4-aAofgQxWW7jzu0tt8WBg,36.1219473,-115.3144258,Ultimate Training Center,South Summerlin
OUvoPujzThNVQlxkidecYQ,36.0182463309,-115.118084999,Moneytree,Southeast
d8WZtx4dZUvT9Sg9NXGb3Q,36.0419702,-115.1320801,Super Smog One,Southeast
jD1UzjIOyEgYzmPBMp8d0Q,36.0345888,-115.1191088,Check City,Southeast
HcY_uzbNGiRNif9LbGtXYA,36.0280822,-115.119421,The Smoke Shack,Southeast
5lbKivX57jTFZz0_DuBQ6w,36.004902,-115.245359,Company One Services,Southwest
kDZm3fZcLhotRwC50XE_qg,36.1790447,-115.2422629,Super B Burrito,
1ufk_GFAX_5foAZnbM_U6A,36.0832742175,-115.152000079,McCarran Airport Terminal 1,Southeast
UAruVJ-1zH-9mkBs5KXKeQ,36.2618136,-115.1916486,Kelly Hawkings Physical Therapy,
vPqOwg2LYe0twMNYECDJ2g,36.0676364,-115.1722346,The Birthday Suit,Southeast
dkRhL2d8R9b28W0SUtWzgA,36.1165794831,-115.139024607,Target,Eastside
stbX9rtRIpDF-VymOwHJ8w,36.0687779,-115.1768402,Nu Sanctuary Lounge,Southeast
542ipK0wUacUjO0HgW73yA,36.0765176,-115.1533426,Metz Home Inspection,Southeast
2hpi6pXIFf0taDIYCoNIuw,36.1013456997,-115.195187889,Healthcare Partner,
zxurnNO9ehyTG4JFMqRiag,36.1036262,-114.939821,Custom Landau & Canvas Awnings,
XZTUVKYP9o_x-_YMrAJquw,36.1036262,-114.939821,Beacon Inspection Services,
cQzFj5GNz8l_VMJJnW4mLw,36.218866,-115.3253819,The Edge of Town,Summerlin
Z5lWNbjPpr8CqHN0NmfRsw,36.159548,-115.209064,Dominican Destination Salon,Westside
HVyPxjL9R-hSFek2l-bGRQ,36.1433397,-115.2193292,Robert's Florist,Westside
GutGxr0snLHD0uNPpJ7ypA,36.085792,-115.1534625,The B Lounge,Southeast
s_eC_sXBHjxVaAz9EkPXbQ,36.0931103,-115.1502643,Thrifty Car Rental,Southeast
YYRP-b61hjDljhWBfmUlDg,36.1139,-115.066,KFC,
qKTDSovvU_IjjRIOwqLiyw,36.05842,-115.2721056,Miller and Turner,Spring Valley
S2LqXZ7wud605uGgzuZvmg,36.0934219,-115.28005,O48 Realty,Spring Valley
Llj1xRMjvZY0eQS2-tca2Q,36.0274982,-115.0839455,U.S. Bank,
soL5_ShFL6wVDUtlPiY9mA,36.1589768,-115.2003896,WSS,Westside
oJ7mF-fW8GuEoUZ8BSA37Q,36.2195958,-115.2520215,Aquatic Treasures,Northwest
0RcCxVaPVWZQWAWeP3Ym_w,36.1366898,-115.1909031,Matrix Wireless,Westside
L7mi_rQ0nlqrI-Z5EwK-aA,36.1585279,-115.1935448,The Salvation Army,Westside
C8lOiOcwHLJFUuY4JT9H2w,36.1441841,-115.1776436,Las Vegas Shotokan Karate,Westside
xWQmOhicdTHFbAYhmRJ1HA,36.0418276,-115.1039355,Green America Tree & Landscaping,
a3cK1l0HT7wJ8wMV3b_x4g,36.0430990076,-115.048004774,Vapor Max,
dn_ipqbm7_jUz5X3rDez_A,36.1083176,-115.174085,Todd English P.U.B.,The Strip
IW0dyK_nRpvgJsQ9yla_cg,36.1088082,-115.173583,Saint Laurent,The Strip
dLDa5rHxnnDnl-crDIjfDw,36.2703601346,-115.273006149,Northwest Career And Technical Academy,Centennial
sEyX6x0byzYiMXtQLOc-5w,36.1437742,-115.2914696,ICON Realty,The Lakes
5-YYfPG4f4sblYIzrqhBuQ,35.9707406,-115.1667207,St Rose Psychic,Southeast
hLcv6xcJ3BSC5y1BIvM6-A,36.011829965,-115.136044174,H&R Block,Southeast
HGkw2jIdChZBDeg3i9zctA,36.009004,-115.12804,H & M Unlimited,Southeast
rP5eW3Dooy6UCWvJgJaAkg,36.0409228063,-115.1017908,Supercuts,
rVjPKBRVMFNgFWFCjbIMag,36.1263992,-115.2093936,Ozzie's,Chinatown
ZosrzTfiiPhbURA04AQTUA,36.0953641961,-115.175830263,Pyramid Cafe,The Strip
bzwLwNB4i38hE-hUKMbH5w,36.1100828,-115.1538714,Andrew Dice Clay,Eastside
nEAoUNf1HrXAWidrwocozg,36.1100828,-115.1538714,Vanity Nightclub,Eastside
qrjRRBOUmN7MFxBQNuJZIA,36.1075972875,-115.152489349,Checkers,Eastside
juVOz8a9ehjg83Gk51HKVA,36.0184198,-115.1179769,Laptop Expert,Southeast
5yZ1XmDcOEsElDeb9PlPDQ,36.1259293,-115.1976305,Yagyu Ramen,Chinatown
e2pAwsexr0mk3dMMIuv9Og,36.1003169,-115.1978,Office Furniture Concepts,
joykx2LTxkBKvh-fEk4aKw,36.114779,-115.2217331,Lucio Ristorante,
JT9XHFJiE3zbBZ4e2qy24w,36.101455,-115.194943,Fremont Medical Centers,
xaF6q238K-ueSAyLBIFizA,36.0174059,-115.117173,Identity Fashion Boutique,
FbayoQWK77lRJ7Luo2WKlA,36.1658210754,-115.14319706,Panda Express,Downtown
LYJeRk_33ekkitIV2jsmMw,36.1561375911,-115.206399858,T-Mobile,Westside
zsYYAnHEs5qzsfazSsGkBw,36.1434763,-115.1873789,Diya Eyebrow Threading,Westside
MGr2dOS-kL_snacd8fsDQg,36.1462673,-115.1829873,Kayvan  Khiabani, MD,Westside
-JV2JVGIIArzlcPwQuby5A,36.1491529,-115.2073168,One Stop Insurance & DMV Services,Westside
2QznyHGF0PuiYkrl5RU66A,36.1461525047,-115.206984915,Playa Papagayos,Westside
3Nx9NCzMTXC6jFgdk2mDGg,36.1240958,-115.0755858,Charlie's Market Buffet,
7088fJUmZpxsLOneIAeeqg,36.1726548,-115.1965118,Finish Line,Westside
K-VAzC7M63dP2JC5nwkxlA,36.1614574,-115.2055353,Velvet Underground,Westside
FB2Crg8izHmUVBgWA0YySw,36.1426933,-115.1700291,RSC Cycle,
Izuc4hE7h053dLOHAW99OQ,36.0211619061,-115.119204223,German Bread Bakery,Southeast
dXrHxBzrMKLj7_v64yXEwA,36.1136739,-115.1290552,Emineo Marketing Solutions,University
dPbDriC4k_68eQYstmrsrg,36.230904,-115.116382,SA Recycling,
-1uVyyy3UXNA9WoPucNniA,36.0291100543,-115.116823465,La Tapatia Market,
lYlVsbhDrglWDdhh7OTM2w,36.2029728,-115.2424433,Rendezvous Cafe,
Nn2X-kVJuBjGogWT4CQhSQ,36.2604018401,-115.154090319,Angel's Nails,
fXqKpMj3m8-cQYVEfP0GmA,36.2175015,-115.2266619,Wells Fargo Bank,Northwest
LPnbHWVedn2oX3WGkHOJSQ,36.1742769,-115.147894,Jason's Deli,
lzdKwCh-13zbWNqHLnYWlg,36.1382329,-115.1743054,BBV Powersports,
GH5gbLHw05toW6ePNIUzTw,36.159948,-115.0477408,Los Toritos Express,Sunrise
ZpRt2D9ME9NpLuYU9tmOtQ,36.0131432,-114.9925851,Lootique,
lAFCW5rCTRCIDQWzEpysbA,36.0131154,-114.9925655,Rosati's,
aF6cB7BtV3lXQhJoLuESGw,36.1782316,-115.0796359,La Mojarra Loca,Sunrise
