business_id,count
mJrBqVEDagmcodagO3wOlg,242
KipckrGshAP7H-T6ZupyXA,235
qbiyJvvqK8w8a0Z2rgg8Hg,650
d_UekUpebqP0BEIK-Xw3nA,625
YB08sDZJag_CwOLHAEaDQw,722
89mRh-a5opfulKY70RW6zA,794
XeDLyY2a7nZ3IEY4RYslXA,707
FjlJ-G7weMuAqCg-swy-Zw,206
9AN29iOOziAU89-tgFQdoQ,1167
EinRpc_l2KVYXE8659HeyA,300
MDVbJicJvqaO4WGx0vEabQ,659
Q9v3zXGR2TduAKzn5B1BhQ,815
9UQOswnKg6maprhgBtMUVg,274
2uciB15ajUrIrdvVrx4n3A,1088
n7VRmitCA8FCb9SEkRm5Fw,227
AAcaGYggq4RBbFdEueB2qw,474
pohAeCMsGb8p4dv6I_m-Kg,276
Zh6fxrqsKqdSVmTK3roxBQ,668
yCZloiYdQop0PJ5tfNyfsw,1024
sOkQ2Y1-D8h18oN5NgxuLg,774
DpUuxYAS1NSbz7JOZwdA3A,294
-0qqsy04kcYdXH3DOciaZw,13
OyJDaAAMr220qkZsovCARQ,345
yOJrDZU5zkxJoZOJTZXLvQ,690
lv5Bnqlt93NnvNJ2oNcQ8Q,659
tX2AIWiPq565neflyBKLDw,591
I14mCDV07Q_wYkWbdAcEjA,1337
Fo7Z6EmENvwLA8_JFp4XaA,1557
V2td86VD0ezfCJcmUz-ddQ,48
FAaWa2CXt3iEzDQOs3UYgg,27
D1TaFES4phv65RmsM8VCiA,369
vTch8eXerkbaJbmkmYwCEw,229
Zvnm7o2eMaYAEHS8YRn_EQ,231
lufOBCw86TBW3DSYOxMYPQ,1574
GZ6qcRdBY1twz69sjsVL5A,1899
6LZEU5usBZ8oK8g3F8msHA,334
omVUhrbQgSJ-zdIs4ixiug,1009
cmtR8ZGhXpHNnINIUj0N7Q,237
V90fC_aF-_DNYzQvUtbLww,49
0uMu8Suh41Qt8jM7ePZa3Q,2762
3fJuzXoTHmcc05iQKbWVvQ,245
sk4mVLQWE1ZuX75_xLe1pw,26
rqcOZePlVvJP9EtzldIz0w,8
glkEaoxbewiSMBiXs945JA,2549
CypO2wWoYxIyGuQ84F4e6Q,610
AMXHb3pw57sX1h-vrKOvoQ,537
3TX-5V6MuGPKnZv6gW1nsg,361
CDRsT_p-Hk-KXSFd_AUdgw,495
pt6LlP_NyRf-H7CLfyNuuQ,421
Xrwp7E9JjpVqeQH9CR73SQ,1817
yZ5yE5HV-BCAfI0pEi22eA,29
LbvUkLOhg4LZNpMoCOmHpA,806
lYCeqldIiOggsbByH3RRhw,430
CmbBOsZqXGkaFjJXfKz3CA,625
tA1oBX1q6Aqj8UG3y-SqTA,688
nlrPxa7T08fF3rMNX8DMOg,634
UwXOqtr0LCoWsGXP96fOuQ,1352
c80LfQlZ6zPW7As3FqXwWw,335
YxzKvetngCbuPH8IiI1RyQ,382
nTYSlKiqgYE-fbmfINZQew,361
MaU8k7YRdNxGyfzm1i5FUQ,276
wPWnFZMl8gDdHwbo5_VdMA,1180
3SEJraDVuz2sasb7bcGorQ,778
DU2MI91PyiPbKmCZyviVyg,1267
juuv0QPE_MfnVjevQTpCDg,2766
fnfh9LuxfmLw59vC_kEBCA,2875
LAnCX5Z6xG40KEpPtpWeEQ,2247
148d7J-cFejkhYV89y3Jsg,3101
3lqdlZu-TQ4d0HaiQPw45g,818
DbK9fyJq4O4zfT1jv6JOhw,1682
dcGFb4SWiR_Fs13zpOfOjg,949
0Rdcyd6dg9THxctHTZcA2A,603
lYFpDTiVMNrpkpFyIEcc_w,1814
LYD333KHGeHroOLQ_pDXgw,529
_QLp2jjG_2sClWmB4JfEtw,531
aFT1LEmPwlzw8WP668xHKA,193
fqoxgDiCuQbEwVRAzj8svw,85
y0ZT_1OpPF8_YsphwnoAlQ,117
Fg93ZB0xXurEnBICPFcepQ,795
Dh9UObQz7Hm587vZaGDbsg,851
bNp6BCKZn-R82Bde2-KEVA,461
whiENwQAhWqBhWNdo_lvOQ,668
60N91qkHqdFCsyUMd_qVLA,273
7OLZkhIPoWIfnt86vjqMyw,157
1APtA8NKOIVb4ECCg4tkpg,578
8bmnVHx38J707O4-rNrHsQ,1148
j4QOC5Z48A7wE7dpK4Pf_w,124
bK_MQrm5Bsmfxngi_GR6fQ,737
tAESheFlDN7hV6eWZRE0sA,777
xArgWa2kWyZjCbHtQ3Zd8g,735
PChG1Dm0A6AXIXkXGVK8Fw,636
J_lngXlfrRp5euCLOHUx7w,780
owxcYAUca_6K6BAUX4V48w,547
botzbUoMxGZsxp_e6FtEnw,897
IBwsVI_sUJ9aKMujhtFqHg,121
gVRg4Fmp_M-p-FCrOLTUrA,591
opDtZ8AMJ86FFFEnt4lMgA,419
L6EdNm17ESarVfGWefyN9A,1611
MuvmhyNF7BS5ML2JP3EzHg,384
s1GFFQbvbuJahhE785TPkw,578
QqnOFWqRtIy3L8OS82a17A,58
caJ7nVgn9V_dj5D-NeOfKg,307
714Uc3w5ant5sUrLYXetfw,479
wd0nFRiZD5YaDHeaAqUZdw,457
psTrW4dGNddwwat7ozi_cw,1035
16mpmiRP-qZ3p7GLZkpfyQ,776
fZPNDfziJbiBLuuhuYTWYA,212
2lAvN0x40Sgg5-rG8WEj3w,856
WSGHEQdcdbBWXDpna99EiQ,784
Mjc5KBiNcygbsuTXiXEQMA,195
y9LHLpdMbxDSeFzPDouEPg,695
YCow8Ir7Is2HQNN3hoFdwQ,829
AhaD3EtA19ECHjW-slxf9A,1087
S6LjchX9GGBOWSa169LFlw,879
RWWdg-CpxEFwDiQQpTHXhw,29
19YocUr8tYqPGNr7_K5xzg,29
Ggk_28q2r4FZwWwQS3iqtw,133
2v2JxKc2On4jM5mM-SfZbQ,919
VL3GDYqmbW0MP_PGHukEfg,2959
GR0fwRuSG_s7FS2XMsblrw,1348
0aDCv4zPhzy7RklHDrnKQg,331
Wc1aUjDMxbwEgp-rYLW5Kg,376
rWkQMRI6PRo5woBaxGD68g,525
l-aEdpC2Yd4sOyREaRePoQ,190
b-sFZsWxXZoQnAn625Hc1g,236
9PtIKjtBk2r6PbI0exrnhQ,46
YMpiu-XKH0PWssyINIyNPQ,374
6IDY_JcIACqcQEpSl0DN4Q,672
1i2zvEyKaxoHX6CyR4WdrQ,506
5TKR8kaIXfEB10Zru-AGjg,384
e4vv3Ea0PE4gfp44e1I06A,250
yjXPHMKafDYSglIzIvm4IQ,508
CYDBaTzC45UzX1eY1jkckg,372
pBjQA21dl5YpGUOe9O9y2Q,140
Sis5zkDNbtyxmJ9OxKvgIg,333
sT8mgh8MCgd-hCNisFyUgw,793
iZS5tNVaC3F7nbIma3Anng,367
vKvXz-mTPBKwrOYUeN1u9Q,670
Ne5B6fTmONVtagpA_1ZBBA,368
uJGLWrg8dg0HGpzL2eLmnQ,662
b6rE18Z5DLJfUGjH85maSg,278
mCdXiF90bigeHAu7vsU3Qg,616
QaS86OI4rqYNCbYISOlPqQ,504
am8cSA39vn-XhYgqfwA63A,1510
ywF14Amq9SLX5o8Qnx3hgA,189
Kx0MUrNQ737s-VVElk6Vig,1522
NuKbSkfsI4SaZ3B7bJ_G5w,866
iPZGLu2U37QsoxJl16swCw,815
4MGlJYAiP5RYHzyQozAeAA,222
KRbMavuY21HpTW5muOgHzQ,224
yOTAL3j1ymB6kVEmK0YLHQ,658
HBWZOXZdd-qlPh3uOvtL_A,475
FW_zg6VuyW5v_vM394gWAw,366
VRPWvul3zvvvLR1rHGm0sA,654
Sq4WdCZiTX8IgftjjrVsSQ,336
KS0H41ral_D_3ZhIVtZL5g,508
r8Jr-7YfkhJL2nxk9lxUNg,800
yUqJReOv26454QkjGz37Yw,1649
Px56NzP2NAUH2GktqSkSVg,495
dciKn2Otp8nAMi4AurPjsg,535
kX9hhc44SgzLqY5tp7AB5A,526
yMCrqpj_iV9Gzop-xfj-8w,853
3dLHLQ7KxPv7AAejrL5ukw,732
u6-m3zvnWn7X162Es8RvPw,133
mn9GHVOFDpdsz_CuAbpLdg,161
IF7txfRjZsH6lPN83UIiTA,1141
nefqF48MN88vjhaS1ceBgw,525
NGp1HTYrPg3pMP-tXeLf-g,214
EVNcagL3D8nKwJsAzM5B7Q,1877
4-aAofgQxWW7jzu0tt8WBg,505
OUvoPujzThNVQlxkidecYQ,1148
d8WZtx4dZUvT9Sg9NXGb3Q,445
jD1UzjIOyEgYzmPBMp8d0Q,798
HcY_uzbNGiRNif9LbGtXYA,897
5lbKivX57jTFZz0_DuBQ6w,36
kDZm3fZcLhotRwC50XE_qg,474
1ufk_GFAX_5foAZnbM_U6A,333
UAruVJ-1zH-9mkBs5KXKeQ,272
vPqOwg2LYe0twMNYECDJ2g,708
dkRhL2d8R9b28W0SUtWzgA,1193
stbX9rtRIpDF-VymOwHJ8w,665
542ipK0wUacUjO0HgW73yA,360
2hpi6pXIFf0taDIYCoNIuw,1566
zxurnNO9ehyTG4JFMqRiag,80
XZTUVKYP9o_x-_YMrAJquw,80
cQzFj5GNz8l_VMJJnW4mLw,99
Z5lWNbjPpr8CqHN0NmfRsw,905
HVyPxjL9R-hSFek2l-bGRQ,1045
GutGxr0snLHD0uNPpJ7ypA,405
s_eC_sXBHjxVaAz9EkPXbQ,716
YYRP-b61hjDljhWBfmUlDg,249
qKTDSovvU_IjjRIOwqLiyw,545
S2LqXZ7wud605uGgzuZvmg,526
Llj1xRMjvZY0eQS2-tca2Q,672
soL5_ShFL6wVDUtlPiY9mA,928
oJ7mF-fW8GuEoUZ8BSA37Q,571
0RcCxVaPVWZQWAWeP3Ym_w,1659
L7mi_rQ0nlqrI-Z5EwK-aA,970
C8lOiOcwHLJFUuY4JT9H2w,1570
xWQmOhicdTHFbAYhmRJ1HA,567
a3cK1l0HT7wJ8wMV3b_x4g,549
dn_ipqbm7_jUz5X3rDez_A,2762
IW0dyK_nRpvgJsQ9yla_cg,2761
dLDa5rHxnnDnl-crDIjfDw,456
sEyX6x0byzYiMXtQLOc-5w,797
5-YYfPG4f4sblYIzrqhBuQ,48
hLcv6xcJ3BSC5y1BIvM6-A,860
HGkw2jIdChZBDeg3i9zctA,1053
rP5eW3Dooy6UCWvJgJaAkg,558
rVjPKBRVMFNgFWFCjbIMag,1676
ZosrzTfiiPhbURA04AQTUA,1610
bzwLwNB4i38hE-hUKMbH5w,2198
nEAoUNf1HrXAWidrwocozg,2198
qrjRRBOUmN7MFxBQNuJZIA,1837
juVOz8a9ehjg83Gk51HKVA,1157
5yZ1XmDcOEsElDeb9PlPDQ,1646
e2pAwsexr0mk3dMMIuv9Og,1267
joykx2LTxkBKvh-fEk4aKw,1178
JT9XHFJiE3zbBZ4e2qy24w,1581
xaF6q238K-ueSAyLBIFizA,1191
FbayoQWK77lRJ7Luo2WKlA,1828
LYJeRk_33ekkitIV2jsmMw,954
zsYYAnHEs5qzsfazSsGkBw,1222
MGr2dOS-kL_snacd8fsDQg,1096
-JV2JVGIIArzlcPwQuby5A,927
2QznyHGF0PuiYkrl5RU66A,941
3Nx9NCzMTXC6jFgdk2mDGg,354
7088fJUmZpxsLOneIAeeqg,489
K-VAzC7M63dP2JC5nwkxlA,796
FB2Crg8izHmUVBgWA0YySw,1711
Izuc4hE7h053dLOHAW99OQ,1095
dXrHxBzrMKLj7_v64yXEwA,1064
dPbDriC4k_68eQYstmrsrg,239
-1uVyyy3UXNA9WoPucNniA,944
lYlVsbhDrglWDdhh7OTM2w,882
Nn2X-kVJuBjGogWT4CQhSQ,129
fXqKpMj3m8-cQYVEfP0GmA,365
LPnbHWVedn2oX3WGkHOJSQ,1448
lzdKwCh-13zbWNqHLnYWlg,2095
GH5gbLHw05toW6ePNIUzTw,226
ZpRt2D9ME9NpLuYU9tmOtQ,120
lAFCW5rCTRCIDQWzEpysbA,120
aF6cB7BtV3lXQhJoLuESGw,224
P4l4CgT90FgppT5krYnNzw,343
QNM7f0i2lW8cuJDQmqF9QQ,46
eliibT0dK1Rx4MgZDhVETw,168
7bpqrYxc8kJb-zkR376RbA,179
jj5HMCfZEqMM6IdO0Ygxcg,1267
wu4tVDCaJzKi5XKqi4VmFg,602
ibFdignja_hNpgCjDYP7Ug,590
s5gXG7oyxjLVv3NlVkVU9g,918
FVl2LmaswJDkJ3IICM9MZg,934
HV2vPReKp0n0E6zgjsu4Mg,1917
xMUQzZl5U59sgxNkEPG81g,249
ZKpKyfGHMwzUglQR3XKRaw,402
FaUk138U3lXk5EaTpI_37w,1
axmTTwzbbRt8u3ZWWXsMEw,759
tzoUxh1HXllUijtAkO6w0Q,291
eZLUuaQwftZ8TEqlaVi6-A,78
eWX0XKKick8Z44QGlsO4Lw,277
G8SFOD9TKCSic2o0hyKc0Q,1078
C8kuju-U1_782MYz_-apAw,134
dFcs3q8ynbFEaAnbyGSLjQ,968
DNbSVwBhpQYJ2iA0en4npw,796
AUmODvVd42OBJavi8FOJjw,522
Ybf62T5O183za3ULupGNEA,814
x4BW3Uby6NgL0TBYydakkQ,329
CwSu_XJ20I7rUN23Zv9Avw,194
L-WLy4mO-jZkcYOy03MbxA,1982
GvSb0uWmBsB58jbzpogciQ,919
y1nm-4qtk4LFbFVZrIdB9w,584
JcTIqoWO83FfEI9PJJHMfw,1705
x39rYrRP2cosUNRByMYOSw,915
40DLk15AMydc2Dn12ABr5A,204
EoilqJK44GKMDIMk8UmInA,944
DIBBksrk-TyljC7npQiKSw,46
i58la-tZdSme_g0pAwni1w,46
3-Bm90nXNtwLFyDtlj9olQ,1135
8R7jI_E1QQjLwTfkU4V8DQ,690
ToCM-OQg4DYLgvAMOi5kWA,713
H99aadKfIQ3RZ6joDn7FuQ,375
ep3-l1UJJMkKHLLtrh1Uvg,241
2euddkpYvsR33WdxX-IjeA,132
g_gUfRqjD-9cLUiUhOxB8w,118
xg061CAAE0LN5PSirTW02w,395
z7GAft_JrFNmAH5xbVeYSA,334
TrjalENFTHLy_JXbCJLMOw,398
RMXjpVB2eg8srPIIdWGLsw,237
K30eEhSeaMEhZ4jZiI_6Sw,100
SptDHJ0jwJ3LDS5RV4Ft9w,282
dugAcfOHuWLfvdouix5fFQ,326
VkIKXVbSfcbxybbxbEt98w,350
nFgDfjU-xXXGgb2-0LoZmA,350
89LgXRn4lwFy7DQf6j_4Qw,146
CtVIwcJU5qqL2UChPOQ9VQ,678
Yvpf7dPl1TJi8FnsKeMccg,437
Z5eukYH32_nFljOTC2DJ0g,1176
pLqvKh3DMHZPFwR1mCvYwQ,450
lb4bF9xkpf8EyE82ESskRw,446
Dp4iA3mZ1sybM8B3F9NFmg,549
diaiQrxYFU1V5qxrFnW9fg,576
TDTASGFy_aGp6vy0i23mDA,651
aGiBg2WKOpXS5-1DRnBiAQ,878
Swm_uMOWNcJDZz5lXWyzKA,638
0sgK7EAFlb-x7voiBO-Y_A,497
DX9A4hvjfnerccooKZ1TfA,140
pybIuTluqRhH_BQ3CJHlLw,492
Nj2VTeMXtv4nFtjf0Xto9Q,263
mkZFZkuue9am7PRp9dt1jA,268
hBYT8fCLe4wfbZO7p6ZE-A,1253
-Wrl5N0H8aHC_Dr3zc8vqQ,417
qCOVl8stRylZ9iDHIF9sGA,490
sYvbHsddj504qdSFL2Fw9A,522
VlFDdvinufcTSf6Cd0izaA,1220
lG_C2J7G5YxL6lj7K9hfrQ,255
f4vb5tv60WaBcwzRhKpANA,334
phZCGRpIypp33zXO4PXEUg,257
bMSrP-UHJT8bFBrPT_HGjw,313
KcNpUjrjo9coDwnCSQiwyw,1741
wYEAocX0vkcGN-i5rSszrg,980
ESwXZMJioTpOXSOg5-AqBw,743
dLDMU8bOLnkDTmPUrDOAIQ,405
8OI2BKw5xaoYwJDaL5Bn0w,628
fCcB-SCQrowHoztE8DQCDA,49
mMGD0ebRL9cwTRu6uAZxcQ,671
3By2jQxqh8viQ-GEt7IcZA,448
D38nHcnLTnw3xhhiI2apyQ,601
LfJU-BYW5WTh8y7gFfPOfw,1580
XVHaeJSS8g9wxLWcIuGI4w,1058
sn0BB4F9ABLQuRDMkJ4-7g,389
jqQwHUrZk8M6uPPw3CPoFg,666
K8yUT7En8TZ2GIksPNaRAA,594
dfV8y8A4CJc92A0c2CfqoQ,593
IeJWawvw4oAb9EjAP-W5hA,543
6ggOlied3TSt0MTMySfnIw,685
K5XTcp5PD2vt_Tg7geNxJw,41
wa0dVxr3Ef1qEXMP-vwH9A,746
VUx15yrVE0YLhe3A1pM5Lw,871
1FL02ppRoCpLDnaZGrbnnQ,885
XpQ4iGIMIzoCkYANb7Scmw,864
sXPuI9cwF8fOe08wedGebw,906
kcxD07NmyWxAHvrzS7LD8A,902
gUysaXQNO7pe7UX3IFeK9A,2773
7qFtiPg0gdbk911_mj6LoA,335
d4z4gjdhQYs-WOVClISf_A,390
mlkVAm2DkGnKnNVR1AnQLA,405
E2m3W6dzu_SLBK1hrEJFTA,394
w8zyXa2W6wZNunoqUXstDA,459
zzOo9n22fBbKAhbSpMzggA,798
ARbfYHjtwtddBztjaf_Qng,696
_ncVYKJ6wFjfF-AxwPFbCg,515
3yolGKdiCC6zjlfVUukOLA,699
YHN7wVaOFp9wkl_w7NXLXw,481
1SMZozP_btTvR-7IUrXaGA,1344
kFHMB78pqcVwa1aUqjXXlA,1522
AR-0m_40n2TTxR-P8V7P9A,2004
CfxFKL-F51ZGFGlKhnLJoQ,500
FGhMs_Ky4NOy9MrUyplXUQ,401
J9v2ufop1FKvTCxfXBCAJA,98
bgm4lBsot9hn9mFv_p-NZg,878
y9Y34uFeinwjlstszhx_1w,168
ZtdCS8XjmL4P6BvMOIQWag,335
_EY4VghUF6XsI2rG-AxsTQ,355
eLObuQnYsbArxd1RAnS6kA,911
KSkjE3krqsovBs7iC4x7ng,840
MTQ7ivdZs9idTJO5FYAF6Q,899
vpGQsnApCPEklUv5pahgoA,920
xadl8B-o3EI3M7JlQqP1BQ,310
WuhUKJAoby57lLjVLpQVPw,369
flluA75p8BASAmtig00Ryg,449
KjV_68oLLSpqR96VnV68tw,222
JWN22sQ7cl9KjmIk0nMbUg,843
4Zo0mPRLQv9xSU6xBVBCjw,389
SA0-yk3GttFhdykAH2REkg,860
dIfMXxVukdQAzwDy9-1KFw,1890
D9Y1JQtSbattMvqfGnneow,891
bNygU06Z_ISq_EJ3zr8p1g,733
cSP3X9aP1fIuRB9J4VCjWQ,575
XOItAxNAmhU4cwzHZH9C1A,346
5r0rplPbUn4YL1hKZJMITA,1282
Vn-Xqc1qkF1Vh2Z-wHkBVw,359
dlySRn6sl1VynK7QOyfpVA,518
hf7reQ83-a5D9YHRBrZHrg,530
oL_fYqSHG63vR0TBMyoo_A,1648
jOSB_Sc4B3IsI5-MJluBsg,99
Oqqnw0Rz77sMDPHS_eN2aA,839
Vf-OEGB13o42_-MKVup9FQ,895
O7godQv-9pyQJ2JvCMiQjw,347
rUkClHsPT49SsixodIBMAA,559
zC9NB_In4hOci0QwDUHGEg,430
MsQTe82TCbZXDPG4LOgVoA,333
OM31QC8tyTOXZgK0FDz_hw,218
k5AozqF16JrLRpmhvB_tVw,1384
wWuGa3OOQJro_XGe-GKBXA,1678
C-zITmbjp19WdUvIcy48xA,176
ObE9UrOSMkd79cN-w-xj5A,305
lYt_y7BZP3Q8_gPmJSy7Rg,867
yGXVL3HG12LsyXHp14zMmg,824
Dfbg3m2ce1VUzJ5i6Z7IuA,1704
-Fi1xgPZtumxOkhirCBNiw,826
3_WDpifCVPgGg5tq-zG7IA,468
EZfoMZgTXgHwJ1a0AyYD4Q,208
BNBpeMkvAj0QL11IIryBFA,189
CEdxc0hQPlT09X7nQLW7YQ,2380
ADRbptd643Gqf__oo8MG4g,3101
CQswkQBXILfRsusOaO5mYg,397
LFs5jyYdXlzi0SpAYi1eSA,2748
2CNloBtyyad5UbBGdepVIA,1378
TWgJppm9BibMto4kxiyk1w,222
F3iG7XyIsojEfFFMGXAVEQ,130
mvMih24zuSw_dZyU_LEY7g,262
fXJd3YjSBN6j8GC48SaFIA,545
9iQKN0dy8a-p-LmqAFNuqQ,1298
QhwkOku7-G5J6NLPyL3vsg,585
ujofetl7RqQ88RMkt_VUiQ,352
VuIH646Ic6wr1fUiyntsPw,206
Ap9UVUZneBM2vyKGVi39pw,366
dSdh3dN1-l67yI23MvuLMw,3021
IeUTC__Ec2erX1QSidsvNw,261
zaCm7-oVDksZ6GnNpQKjYQ,884
qK7UmGs6EgUB8K84p0SIDQ,859
ajwGl90CuCZac3BKWY1ShQ,658
2q1bO32_geEYjEphTnLVGw,699
fUGfare7fOxXVdZtgvNs8g,937
67s2rTBZthHp8_M9bnGSxA,874
5J8W7_uqxeXtlCvZpV3x2g,933
0x-mYPoatVE0DNlZhha0_w,832
BENtgURBaJnTMnE3IxOHdw,941
AmAxh93aGGxQEqwukf7DPw,119
IhFpD8cB04w4cWvZjORiWA,937
xd-AnaGxEMKT2zTEheP6_w,766
_H-YIqAS3AK5_6hE99Q6JA,184
vfqUUh_5KF3R7mz2XiNXGg,347
po0t_r0i37iz3Ae-mwx9pw,432
HWmAcaN8uLixtvxfjZquwg,241
ybijRruF5Cv5s26PPvPp7Q,361
w55IYhyLHUdsRlo_EvMmNQ,397
1dkAvL_lS10uB56X18uiog,1045
7pw8fNAMV9eLacqsWgn6lg,568
vD6mf-kpNQS4Yp_QURdefg,677
gvwjeY9iARJ8a7in4jJxvg,1517
fp1AV66Uq9mo_9ZhZIIpcQ,481
kA05FGPoP2vtMWhyE4n89w,476
EoCba7AKzCMzYTyhXK_wXg,1607
UkFMV7WGFfE_u8zyUkkuqg,550
94c__bSLvs3vG2lKaBKVRg,281
mmMihsgFSb_7fp5rAXiW_A,612
FATeNofotBT7xNZIDieQVA,618
YVDoNKrV-ZoeTbblIyjmUQ,451
_E8Cu-ZiYP8Kh9mC2td5aQ,231
VxZ-CAj2EfRZhaxX_UV7TA,238
G9yM_HbWSXto5D-1ppKuJA,522
TkrydveE1Laf_LHoKFALNw,2153
fe8_IsDmaMkfvvVEBnV5nQ,347
xFmczWVCAXFKZOXP4aY6Cg,214
0TTja3wy7WUT32DZDCfg4g,829
4vBRIypBCE_vGwN_YJwIhQ,541
dOKZGCwnWf2Udi0AtPd6VA,634
sc0tbi8CIgwSRGyi44Z_Jw,345
I1AynUhPheBUy9kWNl_9xA,505
dHpn1osRnvCQmvglV6_m0Q,129
5pA47oTWfk88dnwInQ_IAA,133
HnOidPBUemhB9W15GX0cFw,915
OOoPLX3NdXHV8feM0iktrg,589
4WS9os_Dj5nckxeNsva6Vg,140
5L3k5douNg8_Mi3EgTvduw,125
Zd1QK-W4N-CdG47pGs7glQ,184
4tdKLkLuV1j75_FpleItqg,470
CkQyUpyP0EkWgEtvrcay3A,1015
Cy4gWBK0zUcmJytfpJb_Lw,389
2m6nTlMTdZjaQMyx21vT0Q,376
IeXVSmtOx0-kntCM_ZX0Zw,810
T1ReG3jnqY23IzFjNtvHsw,409
CiAZtA0C8AYcPdaaKt816A,1010
Raw6P7sQ8Kjm-_NRr9iZjA,574
ixZCHmdgDQjiReZBgotfPA,577
n9gPL_ORk02MPq8ssM3S3Q,29
6wc9X5L4kOXV2vm0ptlbSQ,367
-HKrXanis3aT2B_4ZHEOEg,32
qshj3I7E0Avv0ziqrjJ-VA,51
d6_51PI94EC1C5sG9hi6HA,99
fUGbuUrRbqSfc5641ndNHQ,513
hXKpjMz5g9cjyOYAF8p-Ag,650
3pSDHVR7dTyjOVWkGWa9lQ,379
gvLV4vlUPMNAvnUWW-_O7Q,223
U2CpHqCfpNKJef5ycYk_tg,319
2qIZlW8YSLL8a7I6KkJdHQ,128
ElM8yyW45TAy4vjApwy7ZQ,382
vcYScYOI2ijgeg8exHs1ew,692
OMT48Xn1C0axPmGf6INUEA,859
rVg24-Va38u-lxUaZRziSQ,541
aFBL0dPp6x0ua_iv-TwAHA,879
7SJoMX5ti-VoEsEW6mJLRA,1744
k1rFnSjWFO-24gxY9nMJIQ,365
IpF9q_DocYL4_IX1Sryy7g,779
yBY12RFr2RvShoSJvoZkfg,69
aUx7s-Rs5Wad9asyOPfSrw,44
qUVUl-HiGguJCxh-Q5PudA,37
WBOxtfmLPWxbvpi9tOj9tQ,479
A9IUE1W6TfVXfSC6LkrWCw,1124
AW3qgo68eTCwJf7ib9EXww,380
5HKJcOM86tZFTygWaBP1cw,257
Y-3ExF1Yybn7tm38_2Wbkw,280
Dz8YAJ4aAL1iB7RCd1TU6Q,874
5MfsMof-_ddB6MqdoyMXDQ,249
34YwmimX2PXqFlm0p18jyA,743
e2QZOsOJotQO1rFA2M7OEw,353
VWnMgGRexZMGFs7IrQR_9Q,664
Q9rtcqUvKluQXvojMvm9rw,353
1Y-4zXi-EnjPhpJOw2vopQ,1876
fA0nw2v75ddSZf_kHDBuBQ,29
wHxe_D6_MPhMLNuHVLMIqQ,622
tRJpzEhjg5JFJAlH5Eo2nA,695
UCRIFhjqPCqmNM010Iocgw,805
yn2bFW0uUr_owmckH8-Gtg,649
nvK-iBQ8J_yDbXyjDLJ7IQ,640
_i7EEGvv27S_JfYE8VFl6g,1574
zZkzpVgMP8xaXg3uMscCjQ,1517
MoAts-_FjAQdflbeFej22A,46
odxR6qVi48-srhsSb01pLw,656
8SstN1jl3GSPo9clSoiWQw,415
ff8yLuqbTycyKTGehVKjwQ,223
nqtls5u9g8nEXutB1af1Zw,80
mHW8FIEZemMmxpsjP1EhNQ,230
euHIObZcCC9QnKVhiAScHg,943
pwryZiHN9fQ7LFoMWR7VPA,425
NQoGxONQIBEJR2iXL-xaQQ,261
m5mDZuUcpriJWQJ0x16EOA,533
LHfvOfPwLVC9ZhYZ6G3pNA,1221
1VNFh8ch36AjWQ7G8Oz1Tw,1902
Lb9rNNCbF6gL5EM6znWJUA,252
Pu1-MwkF1yPWUH-76zN5wg,776
5vXBftuoWreXhB_e1sOpQQ,583
